;;https://www.amazon.com.br/sspa/click?ie=UTF8&spc=MTo0OTE2ODg2NTE3Nzg3MTg5OjE2OTA3MzA1NzA6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDAxOTkwMTA5OTYwMjo6Mzo6&url=%2FRedmi-Note-64GB-4GB-RAM%2Fdp%2FB08YFJVW99%2Fref%3Dsxin_16_pa_sp_search_thematic_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26content-id%3Damzn1.sym.f4eb7b1b-f215-48e4-9e5e-deb1ba859bb0%253Aamzn1.sym.f4eb7b1b-f215-48e4-9e5e-deb1ba859bb0%26crid%3D1YIHDLNNPWJHI%26cv_ct_cx%3DCelular%26keywords%3DCelular%26pd_rd_i%3DB08YFJVW99%26pd_rd_r%3Dbc0c0569-6fc2-479d-8065-23f06a422af5%26pd_rd_w%3D701lO%26pd_rd_wg%3DzELYs%26pf_rd_p%3Df4eb7b1b-f215-48e4-9e5e-deb1ba859bb0%26pf_rd_r%3DNSJ28NY3KH1NNNHCW37N%26qid%3D1690730570%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dcelular%252Caps%252C190%26sr%3D1-4-b09fe5d2-6fe7-48e1-a446-4c01cea2f644-spons%26ufe%3Dapp_do%253Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
Samsung Galaxy A04s 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Tripla + Selfie 5MP Bateria de 5000mAh - Branco;785;https://www.amazon.com.br/Samsung-Galaxy-C%C3%A2mera-Bateria-5000mAh/dp/B0BS9Z8GGP/ref=sr_1_8?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1YIHDLNNPWJHI&keywords=Celular&qid=1690730570&sprefix=celular%2Caps%2C190&sr=8-8&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Smartphone Xiaomi Note 12S 256GB - 8GB Ram (Versao Global) (Onyx Black);1.355;https://www.amazon.com.br/Smartphone-Xiaomi-Note-12S-256GB/dp/B0C2W21JSM/ref=sr_1_9?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1YIHDLNNPWJHI&keywords=Celular&qid=1690730570&sprefix=celular%2Caps%2C190&sr=8-9&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Smartphone Samsung Galaxy A54 5G 128GB 8GB RAM Tela 6.4'' Câmera Tripla de até 50MP + Selfie 32MP - Branco;1.943;https://www.amazon.com.br/Smartphone-Samsung-Galaxy-C%C3%A2mera-Tripla/dp/B0BXB6QPH8/ref=sr_1_10?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1YIHDLNNPWJHI&keywords=Celular&qid=1690730570&sprefix=celular%2Caps%2C190&sr=8-10&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Smartphone Xiaomi Redmi ASmartphone Xiaomi Redmi A2 Dual SIM de 32GB / 2GB RAM de 6.52" 8MP / 5MP - Preto (Global)2 Dual SIM de 32GB / 2GB RAM de 6.52" 8MP / 5MP - Preto (Global);459;https://www.amazon.com.br/Smartphone-Xiaomi-Redmi-ASmartphone-Dual/dp/B0BXQZCD3Y/ref=sr_1_11?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1YIHDLNNPWJHI&keywords=Celular&qid=1690730570&sprefix=celular%2Caps%2C190&sr=8-11&ufe=app_do%3Aamzn1.fos.4bddec23-2dcf-4403-8597-e1a02442043d
Samsung Galaxy A14 4G , Prata , 64GB;819;https://www.amazon.com.br/Samsung-Galaxy-A14-Prata-64GB/dp/B0C15LHJS5/ref=sr_1_12?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1YIHDLNNPWJHI&keywords=Celular&qid=1690730570&sprefix=celular%2Caps%2C190&sr=8-12&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Smartphone Positivo Twist 4 Fit S509N 32GB Dual Chip 5" - Preto;299;https://www.amazon.com.br/Smartphone-Positivo-Twist-S509N-32GB/dp/B08Z3DCG1R/ref=sr_1_13?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1YIHDLNNPWJHI&keywords=Celular&qid=1690730570&sprefix=celular%2Caps%2C190&sr=8-13&ufe=app_do%3Aamzn1.fos.db68964d-7c0e-4bb2-a95c-e5cb9e32eb12
Smartphone Xiaomi Redmi Note 12 4G -128GB - 4GB Ram (Versao Global) (Mint Green);1.017;https://www.amazon.com.br/Smartphone-Xiaomi-Redmi-Note-128GB/dp/B0C8BNY5SJ/ref=sr_1_14?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1YIHDLNNPWJHI&keywords=Celular&qid=1690730570&sprefix=celular%2Caps%2C190&sr=8-14&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Samsung Galaxy A14 4G , Prata , 128GB;969;https://www.amazon.com.br/Samsung-Galaxy-A14-Prata-128GB/dp/B0BVMXPN7Q/ref=sr_1_15?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1YIHDLNNPWJHI&keywords=Celular&qid=1690730570&sprefix=celular%2Caps%2C190&sr=8-15&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Smartphone Motorola Moto E13 4G 32GB 2GB RAM Grafite;625;https://www.amazon.com.br/Smartphone-Motorola-Moto-32GB-Grafite/dp/B0BSXPTKN5/ref=sr_1_16?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1YIHDLNNPWJHI&keywords=Celular&qid=1690730570&sprefix=celular%2Caps%2C190&sr=8-16&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Xiaomi Celular Redmi A1 Desbloqueado, 2 Gb De Ram + 32 Gb De Rom, Tela De 6.52", Câmera De 8 Mp, Bateria De 5000 Mah Com Smartphone De Carregamento Rápido De 10 W Verde;499;https://www.amazon.com.br/Xiaomi-Celular-Desbloqueado-Smartphone-Carregamento/dp/B0BD56RJYW/ref=sr_1_17?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1YIHDLNNPWJHI&keywords=Celular&qid=1690730570&sprefix=celular%2Caps%2C190&sr=8-17&ufe=app_do%3Aamzn1.fos.4bddec23-2dcf-4403-8597-e1a02442043d
Celular Positivo P26, Tela 1,8", Câmera traseira QVGA, 31MB RAM 32MB, Bluetooth, Rádio FM - Preto;83;https://www.amazon.com.br/Positivo-P26-FEATURE-PHONE/dp/B08P7XW4C9/ref=sr_1_18?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1YIHDLNNPWJHI&keywords=Celular&qid=1690730570&sprefix=celular%2Caps%2C190&sr=8-18
Smartphone Xiaomi POCO X5 Pro 5G Dual SIM 8GB 256GB 6,67" FHD+ 108MP 5000mAh 67W Carregamento (Azul);1.957;https://www.amazon.com.br/Smartphone-Xiaomi-256GB-5000mAh-Carregamento/dp/B0BRQM2HWL/ref=sr_1_19?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1YIHDLNNPWJHI&keywords=Celular&qid=1690730570&sprefix=celular%2Caps%2C190&sr=8-19&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Xiaomi POCO X5 5G Smartphone Dual Sim 256GB Memory 8GB RAM 6.67" AMOLED Display 5000mAh 48MP+13MP CAM (verde);1.566;https://www.amazon.com.br/Xiaomi-Smartphone-Memory-Display-5000mAh/dp/B0BRQL3FWQ/ref=sr_1_20?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1YIHDLNNPWJHI&keywords=Celular&qid=1690730570&sprefix=celular%2Caps%2C190&sr=8-20&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Controle Remoto Universal Wifi, Controle Remoto Inteligente Infravermelho, Controle remoto de celular, Compatível Com Alexa Google;59;https://www.amazon.com.br/sspa/click?ie=UTF8&spc=MTo2NDY4NTQwMDU2ODczOTc1OjE2OTA3MzA1NzA6c3BfbXRmOjMwMDAxOTU4NzAxOTEwMjo6MDo6&url=%2FControle-Universal-Inteligente-Infravermelho-Compat%25C3%25ADvel%2Fdp%2FB0BYD4PDWC%2Fref%3Dsr_1_21_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26crid%3D1YIHDLNNPWJHI%26keywords%3DCelular%26qid%3D1690730570%26sprefix%3Dcelular%252Caps%252C190%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
2 peças de cabo de carregamento para celular, fone de ouvido, cartão SD, USB, estojo de armazenamento de disco flash, 1 rosa + 1 azul;72;https://www.amazon.com.br/sspa/click?ie=UTF8&spc=MTo2NDY4NTQwMDU2ODczOTc1OjE2OTA3MzA1NzA6c3BfbXRmOjMwMDAwMTk3NTE4MzcwMjo6MDo6&url=%2Fcarregamento-celular-ouvido-cart%25C3%25A3o-armazenamento%2Fdp%2FB0C85B3BS6%2Fref%3Dsr_1_22_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26crid%3D1YIHDLNNPWJHI%26keywords%3DCelular%26qid%3D1690730570%26sprefix%3Dcelular%252Caps%252C190%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
Óculos Contra Luz Azul de Computador, Tablet ou Celular Filtro Azul Confortável e Leve PREMIUM SHIPCOM BRASIL.;29;https://www.amazon.com.br/sspa/click?ie=UTF8&spc=MTo2NDY4NTQwMDU2ODczOTc1OjE2OTA3MzA1NzA6c3BfbXRmOjMwMDAxODc2MTE0NTYwMjo6MDo6&url=%2FComputador-Celular-Confort%25C3%25A1vel-SHIPCOM-diopters%2Fdp%2FB0CCG2YR4D%2Fref%3Dsr_1_23_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26crid%3D1YIHDLNNPWJHI%26keywords%3DCelular%26qid%3D1690730570%26sprefix%3Dcelular%252Caps%252C190%26sr%3D8-23-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
Multilaser Módulo De Espelhamento Cabeado Para Ios E Android Saída Rca 1Way Preto - Au920;174;https://www.amazon.com.br/sspa/click?ie=UTF8&spc=MTo2NDY4NTQwMDU2ODczOTc1OjE2OTA3MzA1NzA6c3BfbXRmOjIwMDA1NDgwMzE3NzE2MTo6MDo6&url=%2FMultilaser-M%25C3%25B3dulo-Espelhamento-Cabeado-Android%2Fdp%2FB07QN79MDK%2Fref%3Dsr_1_24_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26crid%3D1YIHDLNNPWJHI%26keywords%3DCelular%26qid%3D1690730570%26sprefix%3Dcelular%252Caps%252C190%26sr%3D8-24-spons%26ufe%3Dapp_do%253Aamzn1.fos.6121c6c4-c969-43ae-92f7-cc248fc6181d%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
Smartphone Motorola Moto G53 5G 128GB 4GB RAM Rosê;1.299;https://www.amazon.com.br/Smartphone-Motorola-Moto-128GB-Ros%C3%AA/dp/B0BSXQZZFX/ref=sr_1_25?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1YIHDLNNPWJHI&keywords=Celular&qid=1690730570&sprefix=celular%2Caps%2C190&sr=8-25&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Smartphone Samsung A03 Core 32GB 2GB;612;https://www.amazon.com.br/Smartphone-Samsung-A03-Core-32GB/dp/B0BDPK3RN7/ref=sr_1_26?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1YIHDLNNPWJHI&keywords=Celular&qid=1690730570&sprefix=celular%2Caps%2C190&sr=8-26&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Smartphone Motorola Moto G22 128GB 4GB RAM Azul;979;https://www.amazon.com.br/Smartphone-Motorola-Moto-128GB-Azul/dp/B09V86PRFB/ref=sr_1_27?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1YIHDLNNPWJHI&keywords=Celular&qid=1690730570&sprefix=celular%2Caps%2C190&sr=8-27&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Samsung Galaxy A14 128GB 4G Wi-Fi Tela 6.6'' Dual Chip 4GB RAM Câmera Tripla de até 50MP + Selfie 13MP Bateria de 5000mAh - Preto;978;https://www.amazon.com.br/Samsung-Galaxy-C%C3%A2mera-Bateria-5000mAh/dp/B0BVMXFWZ1/ref=sr_1_28?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1YIHDLNNPWJHI&keywords=Celular&qid=1690730570&sprefix=celular%2Caps%2C190&sr=8-28&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Samsung Galaxy A04e 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 3GB RAM Câmera Dupla + Selfie 5MP com modo Retrato Bateria de 5000mAh - Preto;699;https://www.amazon.com.br/Samsung-Galaxy-Retrato-Bateria-5000mAh/dp/B0BRQQ19SC/ref=sr_1_29?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1YIHDLNNPWJHI&keywords=Celular&qid=1690730570&sprefix=celular%2Caps%2C190&sr=8-29&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Celular Flip Vita Dual Chip MP3 FM Azul Multilaser - P9020;190;https://www.amazon.com.br/Multilaser-Flip-Celular-Vita-Dual/dp/B074T48Z3W/ref=sr_1_30?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1YIHDLNNPWJHI&keywords=Celular&qid=1690730570&sprefix=celular%2Caps%2C190&sr=8-30&ufe=app_do%3Aamzn1.fos.6121c6c4-c969-43ae-92f7-cc248fc6181d
Smartphone Motorola Moto G23 4G 128GB 4GB RAM Grafite;1.018;https://www.amazon.com.br/Smartphone-Motorola-Moto-128GB-Grafite/dp/B0BSXQZQ3J/ref=sr_1_31?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1YIHDLNNPWJHI&keywords=Celular&qid=1690730570&sprefix=celular%2Caps%2C190&sr=8-31&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
PHILCO SMARTPHONE HIT P8 DARK BLUE 32G;399;https://www.amazon.com.br/PHILCO-SMARTPHONE-HIT-DARK-BLUE/dp/B0B2BMM34H/ref=sr_1_32?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1YIHDLNNPWJHI&keywords=Celular&qid=1690730570&sprefix=celular%2Caps%2C190&sr=8-32&ufe=app_do%3Aamzn1.fos.4bb5663b-6f7d-4772-84fa-7c7f565ec65b
Smartphone Moto G42 128GB 4GB RAM Azul;999;https://www.amazon.com.br/Smartphone-Moto-G42-128GB-Azul/dp/B0B1RLDPCN/ref=sr_1_33?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1YIHDLNNPWJHI&keywords=Celular&qid=1690730570&sprefix=celular%2Caps%2C190&sr=8-33&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Smartphone Xiaomi Redmi Note 12 Pro 5G Dual SIM 256GB - 8GB Ram (Versao Global) (Polar White);1.875;https://www.amazon.com.br/Smartphone-Xiaomi-Redmi-Note-256GB/dp/B0BXQ4L774/ref=sr_1_34?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1YIHDLNNPWJHI&keywords=Celular&qid=1690730570&sprefix=celular%2Caps%2C190&sr=8-34&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Smartphone Xiaomi Note 12 4G 128GB - 8GB Ram (Versao Global) (Mint Green)(M7U);1.161;https://www.amazon.com.br/Smartphone-Xiaomi-Note-12-128GB/dp/B0BZHYZ6ND/ref=sr_1_35?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1YIHDLNNPWJHI&keywords=Celular&qid=1690730570&sprefix=celular%2Caps%2C190&sr=8-35&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Xiaomi Celular Desbloqueado Redmi 10C, 3Gb De Ram + 64Gb De Rom Oceano Azul;708;https://www.amazon.com.br/Xiaomi-Celular-Desbloqueado-Redmi-Oceano/dp/B09YVR4FD3/ref=sr_1_36_mod_primary_new?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1YIHDLNNPWJHI&keywords=Celular&qid=1690730570&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=celular%2Caps%2C190&sr=8-36
